_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
49.68260357,34.2226526,15416,03 18 43.82,+34 13 21.6,4.85,49.68259978,34.2226737,2.21,1.29,-8.68,0.76,1.491, ,49.68260357,34.2226526
49.78182858,50.09496612,15444,03 19 07.62,+50 05 42.1,5.05,49.78174379,50.09502752,6.78,22.38,-25.26,0.68,-0.067, ,49.78182858,50.09496612
49.84040002,3.37019788,15457,03 19 21.54,+03 22 11.9,4.84,49.83974536,3.36997055,109.18,268.88,93.53,0.78,0.681,P,49.84040002,3.37019788
49.87917471,-21.75786384,15474,03 19 30.97,-21 45 28.6,3.7,49.87904033,-21.7579421,12.63,51.35,32.2,0.89,1.614,P,49.87917471,-21.75786384
49.89544554,-24.12290193,15479,03 19 34.90,-24 07 22.2,5.63,49.89542972,-24.1228468,2.78,5.94,-22.68,0.73,1.663,P,49.89544554,-24.12290192
49.98187828,-43.06978344,15510,03 19 53.22,-43 04 17.6,4.26,49.97177014,-43.07154929,165.02,3038.08,726.34,0.55,0.711, ,49.98187828,-43.06978344
49.98248617,27.07113436,15514,03 19 55.81,+27 04 16.7,5.91,49.9825537,27.07130717,15.88,-24.74,-71.1,1.04,0.86, ,49.98248617,27.07113436
49.99696958,65.65229236,15520,03 19 59.26,+65 39 08.4,4.74,49.99690314,65.65232717,4.07,11.27,-14.32,0.62,-0.108,P,49.99696958,65.65229236
50.0823276,77.73474052,15547,03 20 19.58,+77 44 05.6,5.44,50.08158506,77.73490142,12.36,64.9,-66.2,0.59,0.211, ,50.0823276,77.73474052
50.08483666,29.04845844,15549,03 20 20.37,+29 02 54.6,4.47,50.08485949,29.04849835,5.09,-8.21,-16.42,0.9,1.555, ,50.08483666,29.04845844
50.27834733,3.675620313,15619,03 21 06.77,+03 40 32.5,5.7,50.27821082,3.67568149,11.23,56.05,-25.17,0.76,0.964, ,50.27834733,3.67562031
50.30676875,21.1470861,15627,03 21 13.61,+21 08 49.7,5.27,50.30671225,21.14714057,7.06,21.68,-22.41,1.03,-0.067, ,50.30676875,21.1470861
50.35004205,-23.63513525,15643,03 21 24.03,-23 38 06.3,5.5,50.35010618,-23.63508924,7.75,-24.17,-18.93,0.7,0.885, ,50.35004205,-23.63513525
50.36066117,43.32965082,15648,03 21 26.61,+43 19 46.7,4.96,50.36086309,43.32965174,21,-60.43,-0.38,0.66,0.051, ,50.36066117,43.32965082
50.46888702,49.0709047,15669,03 21 52.37,+49 04 15.8,5.94,50.46821583,49.07105892,21.86,180.91,-63.45,0.69,0.468, ,50.46888702,49.0709047
50.54955583,27.60755258,15696,03 22 11.89,+27 36 27.3,5.55,50.54954371,27.60757659,3.35,4.42,-9.88,1.16,1.1, ,50.54955583,27.60755258
50.68850607,20.74206893,15737,03 22 45.27,+20 44 31.6,5.1,50.68863399,20.7421051,10.23,-49.22,-14.88,1.05,1.231, ,50.68850607,20.74206893
50.80497871,49.21326943,15770,03 23 13.18,+49 12 48.0,5.32,50.80490169,49.2133301,5.22,20.7,-24.96,0.72,-0.076,P,50.80497871,49.21326943
51.07697877,24.72406291,15861,03 24 18.46,+24 43 27.1,5.5,51.07693671,24.72418789,14.18,15.72,-51.42,0.98,1.19, ,51.07697877,24.72406291
51.08070979,49.86117959,15863,03 24 19.35,+49 51 40.5,1.79,51.08061889,49.86124281,5.51,24.11,-26.01,0.66,0.481,P,51.08070979,49.86117959
51.12375599,33.53596183,15876,03 24 29.68,+33 32 09.7,5.78,51.12366306,33.53601771,6.19,31.87,-22.99,0.92,-0.001, ,51.12375599,33.53596183
51.16898714,64.5859965,15890,03 24 40.56,+64 35 09.6,5.13,51.16900549,64.58599618,2.61,-3.24,0.13,0.73,2.038, ,51.16898714,64.5859965
51.20330738,9.028869842,15900,03 24 48.84,+09 01 44.6,3.61,51.20349011,9.02906504,15.42,-74.25,-80.31,1.28,0.887, ,51.20330738,9.02886984
51.40105329,-69.33643647,15968,03 25 36.25,-69 20 11.7,5.96,51.40105611,-69.33659399,25.45,-0.41,64.81,0.5,0.415, ,51.40105329,-69.33643647
51.59385319,-27.31747919,16029,03 26 22.52,-27 19 03.4,5.93,51.59383221,-27.3176091,7.52,7.67,53.45,0.75,0.934, ,51.59385319,-27.31747919
51.79230269,9.732679747,16083,03 27 10.12,+09 43 58.0,3.73,51.79217049,9.7327724,14.68,53.61,-38.12,1.01,-0.082, ,51.79230269,9.73267975
51.88925357,-35.68132348,16112,03 27 33.37,-35 40 52.8,5.71,51.88902397,-35.68133899,7.02,76.73,6.38,0.95,1.284, ,51.88925357,-35.68132348
52.00394674,-11.28659964,16142,03 28 00.95,-11 17 11.4,5.74,52.00395041,-11.28648689,9.58,-1.48,-46.39,0.87,1.102, ,52.00394674,-11.28659964
52.01279024,49.06286627,16147,03 28 03.05,+49 03 46.6,4.99,52.01270885,49.06293148,5.72,21.94,-26.83,0.65,-0.091, ,52.01279024,49.06286627
52.08624888,33.80755744,16168,03 28 20.68,+33 48 27.7,5.72,52.08616659,33.80769703,9.51,28.13,-57.43,0.88,0.048, ,52.08624888,33.80755744
52.21803058,49.84838373,16210,03 28 52.31,+49 50 54.4,5.58,52.21794573,49.84844583,5.89,22.51,-25.55,0.73,-0.054, ,52.21803058,49.84838373
52.26722286,59.94033011,16228,03 29 04.13,+59 56 25.2,4.21,52.26722684,59.94033461,0.76,-0.82,-1.85,0.89,0.419,D,52.26722286,59.94033011
52.34187591,49.50894827,16244,03 29 22.03,+49 30 32.5,4.67,52.34179296,49.50901919,5.84,22.16,-29.18,0.85,-0.096, ,52.34187591,49.50894827
52.3444899,-62.93752748,16245,03 29 22.19,-62 56 18.4,4.71,52.34244352,-62.93843436,46.65,383.05,373.11,0.48,0.41, ,52.3444899,-62.93752748
52.40011329,-12.67473686,16263,03 29 36.02,-12 40 29.1,5.57,52.40009401,-12.67474889,7.76,7.74,4.95,0.71,0.171, ,52.40011329,-12.67473686
52.47809925,58.87874967,16281,03 29 54.75,+58 52 43.5,4.55,52.47810837,58.87875244,1.32,-1.94,-1.14,0.72,0.489,P,52.47809925,58.87874967
52.479782,-42.63425613,16285,03 29 55.19,-42 38 03.3,5.76,52.47997851,-42.63425261,16.04,-59.48,-1.45,0.56,0.205, ,52.479782,-42.63425613
52.49538877,-78.35184991,16290,03 29 58.93,-78 21 06.4,5.68,52.49552432,-78.35178497,10.63,-11.26,-26.72,0.48,0.932, ,52.49538877,-78.35184991
52.50076524,55.45180834,16292,03 30 00.23,+55 27 06.6,5.09,52.50095974,55.45183695,17.07,-45.38,-11.77,0.69,0.022, ,52.50076524,55.45180834
52.60195391,11.33644221,16322,03 30 24.48,+11 20 11.3,5.14,52.60198294,11.33648129,7.82,-11.71,-16.08,0.89,-0.041, ,52.60195391,11.33644221
52.64368152,47.99521606,16335,03 30 34.48,+47 59 42.6,4.36,52.64367585,47.99517199,9.23,1.56,18.13,0.83,1.367, ,52.64368152,47.99521606
52.6539753,-47.37512542,16339,03 30 36.90,-47 22 30.6,5.98,52.65374344,-47.3751741,8.81,64.6,20.03,0.56,0.116,P,52.6539753,-47.37512542
52.65396132,48.10359644,16340,03 30 36.93,+48 06 13.2,5.82,52.65388405,48.10365477,3.75,21.23,-24,0.8,-0.033, ,52.65396132,48.10359644
52.65440695,-5.07514548,16341,03 30 37.05,-05 04 30.6,4.74,52.65437447,-5.07516332,8.57,13.31,7.34,0.73,-0.092, ,52.65440695,-5.07514548
52.68924968,6.188703001,16358,03 30 45.40,+06 11 19.5,5.93,52.68914607,6.18874381,6.31,42.38,-16.79,0.96,0.953, ,52.68924968,6.188703
52.71544718,-66.48971397,16368,03 30 51.68,-66 29 23.0,5.81,52.71534366,-66.4897181,3.83,16.99,1.7,0.51,-0.055, ,52.71544718,-66.48971397
52.71824299,12.93667809,16369,03 30 52.37,+12 56 12.1,4.14,52.71819576,12.93668186,9.05,18.94,-1.55,1.13,1.112, ,52.71824299,12.93667809
53.03583692,48.02347611,16470,03 32 08.58,+48 01 24.7,5.47,53.03575392,48.02353391,5.57,22.84,-23.78,0.71,-0.101,P,53.03583692,48.02347611
53.08385477,84.91103978,16489,03 32 19.72,+84 54 40.9,5.62,53.08214603,84.91136314,9.18,62.36,-133.04,0.55,0.894, ,53.08385477,84.91103978
53.10941575,46.0568617,16499,03 32 26.30,+46 03 25.4,5.3,53.10960058,46.05704336,27.46,-52.77,-74.74,0.7,0.398, ,53.10941575,46.0568617
53.14501173,-50.37864644,16509,03 32 34.72,-50 22 43.9,5.67,53.14465247,-50.37884857,10.63,94.26,83.16,0.54,1.101, ,53.14501173,-50.37864644
53.14978818,9.373438218,16511,03 32 35.93,+09 22 24.8,5.76,53.14970799,9.37355768,9.18,32.55,-49.15,0.87,-0.072, ,53.14978818,9.37343822
53.16673706,35.46172929,16518,03 32 40.02,+35 27 42.2,5.91,53.16675711,35.46172039,1.99,-6.72,3.66,0.82,-0.084, ,53.16673706,35.46172929
53.23268409,-9.458262155,16537,03 32 56.42,-09 27 29.9,3.72,53.23509009,-9.45830584,310.75,-976.44,17.97,0.85,0.881,P,53.23268409,-9.45826215
53.39598063,39.8994785,16591,03 33 35.02,+39 53 58.5,5.79,53.39592658,39.89959026,18.29,17.06,-45.98,0.81,0.139, ,53.39598063,39.8994785
53.41274961,54.97485691,16599,03 33 39.10,+54 58 29.5,5.98,53.41292455,54.97486087,14.71,-41.31,-1.63,0.78,0.114, ,53.41274961,54.97485691
53.44698381,-21.63288274,16611,03 33 47.25,-21 37 58.1,4.26,53.44686638,-21.63281597,11.02,44.91,-27.47,0.75,-0.106, ,53.44698381,-21.63288274
53.61093721,24.46439289,16664,03 34 26.62,+24 27 52.1,5.95,53.61093,24.46447543,6.28,2.7,-33.96,3.96,0.123, ,53.61093721,24.46439289
53.9902757,-11.19378202,16780,03 35 57.65,-11 11 38.3,5.56,53.9902171,-11.19397792,8.6,23.65,80.6,0.77,0.915, ,53.9902757,-11.19378202
54.07255242,-17.46706452,16803,03 36 17.39,-17 28 01.3,5.24,54.07246744,-17.46704107,6.89,33.35,-9.65,0.82,-0.117,P,54.07255242,-17.46706452
54.12241189,48.19263365,16826,03 36 29.36,+48 11 33.7,4.32,54.12233383,48.19270068,4.66,21.41,-27.58,0.73,-0.058,P,54.12241189,48.19263365
54.19703978,0.587757706,16846,03 36 47.31,+00 35 17.4,5.82,54.19711994,0.58815498,34.52,-32.98,-163.45,0.87,0.885, ,54.19703978,0.58775771
54.21826338,0.401661632,16852,03 36 52.52,+00 24 10.2,4.29,54.21882896,0.40283316,72.89,-232.69,-482,0.78,0.575, ,54.21826338,0.40166163
54.27366762,-40.27454534,16870,03 37 05.68,-40 16 28.2,4.57,54.2736588,-40.27451075,14.88,2.77,-14.23,0.55,1.023, ,54.27366762,-40.27454534
54.62189008,-7.391862964,16989,03 38 29.25,-07 23 30.2,5.86,54.62189268,-7.39170945,8.35,-1.06,-63.16,0.74,0.98, ,54.62189008,-7.39186296
54.75465745,-5.626209831,17027,03 39 01.13,-05 37 32.5,5.97,54.75469049,-5.62570656,28.44,-13.53,-207.06,0.77,0.921, ,54.75465745,-5.62620983
54.96300949,3.056863292,17103,03 39 51.14,+03 03 24.6,5.55,54.9630986,3.05684307,8.14,-36.61,8.32,0.85,0.931, ,54.96300949,3.05686329
55.15972166,-5.210706107,17167,03 40 38.33,-05 12 38.5,5.53,55.15972132,-5.21069726,4.41,0.14,-3.64,0.75,-0.145, ,55.15972166,-5.21070611
55.28274194,37.58019786,17203,03 41 07.84,+37 34 49.0,5.55,55.28267183,37.58026421,4.04,22.86,-27.3,0.81,-0.062, ,55.28274194,37.58019786
55.53885419,63.21680592,17296,03 42 09.35,+63 13 00.3,5.06,55.53894572,63.21675891,6.27,-16.97,19.34,0.63,1.651, ,55.53885419,63.21680592
55.56209453,-31.93836128,17304,03 42 14.90,-31 56 18.2,4.99,55.56207975,-31.93839587,4.45,5.16,14.23,0.62,-0.159, ,55.56209453,-31.93836128
55.57895166,19.70025375,17309,03 42 18.94,+19 42 01.0,5.68,55.57893663,19.70028593,7.97,5.82,-13.24,1.02,-0.016, ,55.57895166,19.70025375
55.59436099,33.96502633,17313,03 42 22.64,+33 57 54.1,4.97,55.59434812,33.96503899,3.53,4.39,-5.21,0.88,-0.048, ,55.59436099,33.96502633
55.67806192,59.96939134,17342,03 42 42.73,+59 58 09.8,5.74,55.6780592,59.96938466,1.48,0.56,2.75,0.75,1.736, ,55.67806192,59.96939134
55.70856433,-37.31351844,17351,03 42 50.12,-37 18 48.0,4.59,55.70884185,-37.31334485,18.34,-90.81,-71.42,0.56,1.191, ,55.70856433,-37.31351844
55.73126161,47.78755139,17358,03 42 55.48,+47 47 15.6,3.01,55.7311754,47.7876533,6.18,23.83,-41.93,0.85,-0.125, ,55.73126161,47.78755139
55.81209088,-9.763394649,17378,03 43 14.96,-09 45 54.7,3.52,55.81231706,-9.76519868,110.58,-91.71,742.23,0.88,0.915, ,55.81209088,-9.76339465
55.89097385,-10.48566061,17395,03 43 33.84,-10 29 08.2,5.59,55.89099355,-10.48561144,23.3,-7.97,-20.23,0.94,0.216, ,55.89097385,-10.48566061
56.0499063,-64.80690264,17440,03 44 11.55,-64 48 25.5,3.84,56.04814541,-64.80709398,32.71,308.39,78.72,0.46,1.133, ,56.0499063,-64.80690264
56.07971679,32.28824817,17448,03 44 19.13,+32 17 17.8,3.84,56.07969347,32.28827325,2.21,8.11,-10.32,0.84,0.022,W,56.07971679,32.28824817
56.12712547,-1.163091225,17457,03 44 30.51,-01 09 47.1,5.24,56.12711667,-1.16307844,4.99,3.62,-5.26,0.74,-0.088, ,56.12712547,-1.16309122
56.13096594,36.46010312,17460,03 44 31.40,+36 27 36.7,5.6,56.13082016,36.46020384,9.83,48.24,-41.44,0.88,0.062, ,56.13096594,36.46010312
56.20089755,24.28947018,17489,03 44 48.20,+24 17 22.5,5.45,56.20084227,24.28957712,9.75,20.73,-44,1.05,-0.034, ,56.20089755,24.28947018
56.2189055,24.11333922,17499,03 44 52.52,+24 06 48.4,3.72,56.21884811,24.1134484,8.8,21.55,-44.92,0.89,-0.105, ,56.2189055,24.11333922
56.23540778,-0.296720111,17506,03 44 56.46,-00 17 48.2,5.56,56.23526063,-0.29671559,9.28,60.54,-1.86,0.88,1.411, ,56.23540778,-0.29672011
56.29057938,24.83926001,17527,03 45 09.73,+24 50 21.7,5.66,56.29052841,24.83937337,8.87,19.03,-46.64,0.89,-0.064, ,56.29057938,24.83926001
56.29846606,42.57854862,17529,03 45 11.64,+42 34 42.8,3.77,56.29851422,42.57854437,5.86,-14.59,1.75,0.74,0.425, ,56.29846606,42.57854862
56.30206043,24.46727761,17531,03 45 12.48,+24 28 02.6,4.3,56.30200876,24.46737879,8.75,19.35,-41.63,1.08,-0.11, ,56.30206043,24.46727761
56.31615242,-47.35947619,17534,03 45 15.88,-47 21 34.0,5.72,56.31616344,-47.35945424,8.93,-3.07,-9.03,0.54,0.961, ,56.31615242,-47.35947619
56.41851045,6.049991109,17563,03 45 40.43,+06 03 00.1,5.34,56.41846008,6.05002905,5.54,20.61,-15.61,0.8,-0.099, ,56.41851045,6.04999111
56.45669431,24.36774851,17573,03 45 49.59,+24 22 04.3,3.87,56.45663804,24.36785796,9.06,21.09,-45.03,1.03,-0.063, ,56.45669431,24.36774851
56.47698473,24.55451103,17579,03 45 54.46,+24 33 16.6,5.76,56.47693278,24.55462128,8.43,19.44,-45.36,0.89,-0.036, ,56.47698473,24.55451103
56.49691551,45.6818995,17584,03 45 59.25,+45 40 55.0,5.66,56.49685459,45.68194432,3.14,17.51,-18.44,0.78,-0.08, ,56.49691551,45.6818995
56.50391351,67.20160533,17585,03 46 00.82,+67 12 06.8,5.79,56.50339866,67.20188088,18.06,82.08,-113.37,0.62,0.347, ,56.50391351,67.20160533
56.50971428,63.34504728,17587,03 46 02.33,+63 20 42.2,4.78,56.50971937,63.34506772,4.08,-0.94,-8.41,0.66,0.747, ,56.50971428,63.34504728
56.53556491,-12.10158939,17593,03 46 08.50,-12 06 06.2,4.43,56.53542672,-12.1017353,6.56,55.59,60.03,0.8,1.604, ,56.53556491,-12.10158939
56.53901175,6.803520519,17595,03 46 09.36,+06 48 13.2,5.91,56.5390162,6.80365522,9.68,-1.82,-55.42,0.83,0.992, ,56.53901175,6.80352052
56.58155765,23.94835836,17608,03 46 19.56,+23 56 54.5,4.14,56.58150135,23.94846207,9.08,21.17,-42.67,1.04,-0.051, ,56.58155765,23.94835836
56.61428557,-29.33815682,17618,03 46 27.42,-29 20 17.4,5.91,56.61426555,-29.33816606,9.9,7.18,3.8,0.72,0.11, ,56.61428557,-29.33815682
56.71203143,-23.24972265,17651,03 46 50.99,-23 14 54.4,4.22,56.71245432,-23.248438,55.79,-159.86,-528.54,0.69,0.434, ,56.71203143,-23.24972265
56.80975497,-74.23896234,17678,03 47 14.23,-74 14 21.3,3.26,56.80929799,-74.23924251,15.23,51.07,115.27,0.53,1.59,P,56.80975497,-74.23896234
56.87115217,24.10513715,17702,03 47 29.06,+24 06 18.9,2.85,56.87110065,24.10524193,8.87,19.35,-43.11,0.99,-0.086, ,56.87115217,24.10513715
56.91521237,-23.8746767,17717,03 47 39.62,-23 52 29.3,5.24,56.91508473,-23.87479582,11.98,48.02,49.01,0.72,0.075, ,56.91521237,-23.8746767
56.98350273,-30.16788223,17738,03 47 56.02,-30 10 02.4,5.52,56.98342907,-30.16732063,11.55,26.2,-231.06,0.65,0.973, ,56.98350273,-30.16788223
57.06778675,11.14329389,17771,03 48 16.25,+11 08 36.1,5.08,57.06771677,11.14336637,5.77,28.25,-29.82,0.97,-0.125, ,57.06778675,11.14329389
57.08673496,23.4212498,17776,03 48 20.80,+23 25 16.9,5.44,57.08668426,23.42136355,9.64,19.14,-46.8,0.91,-0.067, ,57.08673496,23.4212498
57.14876826,-20.90297667,17798,03 48 35.72,-20 54 10.6,5.81,57.14884582,-20.90293608,3.93,-29.81,-16.7,0.73,1.602, ,57.14876826,-20.90297667
57.14949492,-37.62015476,17797,03 48 35.82,-37 37 12.5,4.3,57.14926223,-37.62012878,20.23,75.83,-10.69,0.83,-0.038, ,57.14949492,-37.62015476
57.16231066,0.227856632,17805,03 48 38.92,+00 13 40.3,5.91,57.16215134,0.22787124,6.58,65.55,-6.01,0.88,1.224, ,57.16231066,0.22785663
57.28382126,43.9630947,17846,03 49 08.12,+43 57 46.9,5.95,57.283845,43.96302293,14.43,-7.03,29.53,0.96,0.279,P,57.28382126,43.9630947
57.29059399,24.05341547,17847,03 49 09.73,+24 03 12.7,3.62,57.29054669,24.05352412,8.57,17.77,-44.7,1.03,-0.07, ,57.29059399,24.05341547
57.29673351,24.13671205,17851,03 49 11.20,+24 08 12.6,5.05,57.29668368,24.13682565,8.42,18.71,-46.74,0.86,-0.082, ,57.29673351,24.13671205
57.30724168,70.87104997,17854,03 49 13.70,+70 52 16.3,5.4,57.30708659,70.87120237,10.02,20.91,-62.7,0.54,0.096, ,57.30724168,70.87104997
57.3635215,-36.20025014,17874,03 49 27.28,-36 12 00.4,4.17,57.36367035,-36.2001125,15.54,-49.42,-56.63,0.58,0.927, ,57.3635215,-36.20025014
57.38034127,65.52597247,17884,03 49 31.29,+65 31 33.6,4.39,57.38035594,65.52600645,3.38,-2.5,-13.98,0.63,1.87, ,57.38034127,65.52597247
57.38620754,33.09138215,17886,03 49 32.70,+33 05 29.0,5.14,57.3862602,33.09138142,10.96,-18.15,0.3,0.81,0.057, ,57.38620754,33.09138215
57.40249205,63.29696669,17891,03 49 36.62,+63 17 49.6,5.82,57.40258833,63.29710438,14.11,-17.8,-56.65,0.64,0.189, ,57.40249205,63.29696669
57.51841774,44.96785586,17932,03 50 04.45,+44 58 04.5,5.65,57.5185476,44.96792105,9.41,-37.8,-26.82,0.85,0.779, ,57.51841774,44.96785586
57.57890966,25.57936194,17954,03 50 18.91,+25 34 46.7,5.24,57.57881165,25.57964862,16.96,36.37,-117.95,0.82,0.231, ,57.57890965,25.57936194
57.5896213,71.33226569,17959,03 50 21.48,+71 19 56.5,4.59,57.58948256,71.33236777,9.73,18.27,-42,0.55,0.064, ,57.5896213,71.33226569
57.97383088,34.35911894,18081,03 51 53.72,+34 21 32.9,5.78,57.97381828,34.3591292,3.15,4.28,-4.22,0.84,-0.036, ,57.97383088,34.35911894
58.00095388,6.534907434,18089,03 52 00.22,+06 32 05.7,5.66,58.00093529,6.53491424,4.63,7.6,-2.8,1.49,0.046, ,58.00095388,6.53490743
58.1735664,-5.361258927,18141,03 52 41.65,-05 21 40.5,5.48,58.17355849,-5.36124167,6.49,3.24,-7.1,0.91,-0.09, ,58.1735664,-5.36125893
58.29186012,17.3270832,18170,03 53 09.96,+17 19 37.8,5.97,58.29149356,17.32715595,24.14,143.97,-29.93,0.9,0.354, ,58.29186012,17.3270832
58.38882879,-46.89367411,18199,03 53 33.30,-46 53 36.9,5.93,58.38876601,-46.8935886,9.06,17.65,-35.18,0.56,1.22, ,58.38882879,-46.89367411
58.41126409,48.65049537,18212,03 53 38.67,+48 39 02.0,5.76,58.41112532,48.65056848,7.58,37.72,-30.08,0.78,1.04, ,58.41126409,48.65049537
58.41227864,-34.73229726,18213,03 53 38.92,-34 43 56.3,5.11,58.41218403,-34.73229529,9.19,31.99,-0.81,0.56,-0.133, ,58.41227864,-34.73229726
58.42792843,-24.61222998,18216,03 53 42.68,-24 36 44.0,4.64,58.42784574,-24.61221253,8.46,30.93,-7.18,0.75,-0.136, ,58.42792843,-24.61222998
58.43035872,57.9751413,18217,03 53 43.19,+57 58 31.3,5.8,58.42996876,57.97536931,19.14,85.08,-93.81,0.69,0.182, ,58.43035872,57.9751413
58.53300625,31.88363552,18246,03 54 07.92,+31 53 01.2,2.84,58.53299363,31.88365776,3.32,4.41,-9.15,0.75,0.271, ,58.53300625,31.88363552
58.57292521,-2.954729859,18255,03 54 17.49,-02 57 17.0,4.46,58.57286091,-2.95473348,9.46,26.42,1.49,0.86,0.672, ,58.57292521,-2.95472986
58.59650653,-40.35700883,18262,03 54 23.18,-40 21 25.3,5.7,58.59657689,-40.357029,6.32,-22.06,8.3,0.57,0.599, ,58.59650653,-40.35700883
58.81719951,-12.09910485,18339,03 55 16.17,-12 05 56.6,5.99,58.81739077,-12.09905104,20.41,-76.94,-22.14,0.84,0.323,P,58.81719951,-12.09910485
58.99238825,47.87142,18396,03 55 58.16,+47 52 17.3,5.39,58.99232459,47.87147012,3.86,17.57,-20.62,0.76,-0.073, ,58.99238825,47.87142
59.11954126,35.08089878,18434,03 56 28.69,+35 04 51.3,5.49,59.11953366,35.0809084,3.36,2.56,-3.96,0.76,-0.058, ,59.11954126,35.08089877
59.15217692,50.69538082,18453,03 56 36.44,+50 41 44.5,5.28,59.15181574,50.69569169,24.51,94.13,-127.9,0.85,0.425, ,59.15217692,50.69538082
59.21698585,22.47797113,18471,03 56 52.03,+22 28 41.7,5.62,59.21680322,22.47825021,22.31,69.43,-114.82,0.92,0.345, ,59.21698585,22.47797113
59.28453577,61.10888286,18488,03 57 08.29,+61 06 32.1,4.99,59.28455287,61.10891703,1.76,-3.4,-14.06,0.74,1.435, ,59.28453577,61.10888286
59.35602208,63.07226405,18505,03 57 25.44,+63 04 20.1,4.95,59.3559814,63.07224944,9.65,7.58,6.01,0.66,-0.074, ,59.35602208,63.07226405
59.4634614,40.01021467,18532,03 57 51.22,+40 00 37.0,2.9,59.46342138,40.01027315,6.06,12.61,-24.06,0.82,-0.199, ,59.4634614,40.01021467
59.50735988,-13.50851533,18543,03 58 01.73,-13 30 29.7,2.97,59.50720862,-13.50824471,14.75,60.51,-111.34,0.75,1.588, ,59.50735988,-13.50851533
59.68645594,-61.40018557,18597,03 58 44.74,-61 24 00.5,4.56,59.68640623,-61.40015059,6.15,9.79,-14.39,0.46,1.59, ,59.68645594,-61.40018557
59.71830773,-5.46994675,18606,03 58 52.42,-05 28 10.3,5.85,59.71842188,-5.46952376,22.88,-46.75,-174.03,0.75,1.001, ,59.71830773,-5.46994675
59.74125467,35.7910326,18614,03 58 57.90,+35 47 27.7,3.98,59.74124892,35.79102701,1.84,1.92,2.3,0.7,0.016, ,59.74125467,35.7910326
59.87554895,-12.57442477,18647,03 59 30.13,-12 34 27.6,5.61,59.87555244,-12.57433214,3.66,-1.4,-38.11,0.9,1.479, ,59.87554895,-12.57442477
59.98118081,-24.01621526,18673,03 59 55.48,-24 00 58.5,4.62,59.98115045,-24.01625677,9.85,11.41,17.08,0.68,-0.121,P,59.98118081,-24.01621526
60.16939835,-30.49069722,18723,04 00 40.62,-30 29 26.6,5.93,60.1692644,-30.49070974,9.09,47.49,5.15,0.64,0.036, ,60.16939835,-30.49069722
60.17006562,12.49034659,18724,04 00 40.82,+12 29 25.4,3.41,60.17008591,12.49037571,8.81,-8.15,-11.98,0.99,-0.099, ,60.17006562,12.49034659
60.20318917,18.19399995,18735,04 00 48.69,+18 11 38.6,5.89,60.20285787,18.19406866,21.99,129.49,-28.27,0.81,0.319, ,60.20318917,18.19399995
60.22419697,-62.15928428,18744,04 00 53.81,-62 09 33.7,4.48,60.2241876,-62.15936923,6.65,1.8,34.95,0.48,1.5, ,60.22419697,-62.15928428
60.32563108,-61.07882177,18772,04 01 18.07,-61 04 44.6,4.97,60.32529605,-61.07905148,9.85,66.66,94.51,0.45,1.386, ,60.32563108,-61.07882177
60.38354244,-1.549659767,18788,04 01 32.03,-01 32 58.7,5.28,60.38347446,-1.54962625,7.2,27.96,-13.79,0.83,-0.133, ,60.38354244,-1.54965977
60.44223468,9.998016677,18805,04 01 46.13,+09 59 52.9,5.67,60.44222088,9.99801393,5.77,5.59,1.13,0.78,0.005, ,60.44223468,9.99801668
60.65310384,-0.268923093,18859,04 02 36.66,-00 16 05.9,5.38,60.65273634,-0.26831052,52,151.2,-252.03,0.75,0.516, ,60.65310384,-0.26892309
60.78908352,5.989305128,18907,04 03 09.38,+05 59 21.5,3.91,60.78907003,5.98930909,25.24,5.52,-1.63,0.87,0.032, ,60.78908352,5.98930513
60.93585228,5.435624415,18957,04 03 44.60,+05 26 08.3,5.32,60.93584928,5.43563754,3.12,1.23,-5.4,0.96,-0.08, ,60.93585228,5.43562441
60.98585128,8.197269357,18975,04 03 56.51,+08 11 49.9,5.45,60.98543787,8.19720135,27.8,168.35,27.98,0.95,0.371, ,60.98585128,8.19726936
61.0411457,2.826947132,18993,04 04 09.79,+02 49 38.1,5.36,61.04078184,2.82725258,28.87,149.52,-125.67,0.82,0.505, ,61.0411457,2.82694713
61.09030616,24.10599281,19009,04 04 21.67,+24 06 21.7,5.46,61.09030699,24.1060264,3.42,-0.31,-13.82,0.9,0.813, ,61.09030616,24.10599281
61.09464958,-12.79229521,19011,04 04 22.71,-12 47 32.4,5.62,61.09461008,-12.79233884,8.12,15.85,17.95,0.84,1.062, ,61.09464958,-12.79229521
